CHEM_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	CHEMICAL_NAME	PLOT_NAME	HMDB	KEGG	PUBCHEM	PLATFORM
m100010930	Lipid	Diacylglycerol	2911	NAMED	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	HMDB0007132	NA	9543699	Pos Late
m100010936	Lipid	Diacylglycerol	2939	NAMED	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	HMDB0007228	NA	9543786	Pos Late
m100010937	Lipid	Diacylglycerol	2940	NAMED	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	HMDB0007228	NA	9543786	Pos Late
m100010940	Lipid	Diacylglycerol	2889	NAMED	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	NA	NA	NA	Pos Late
m100010941	Lipid	Diacylglycerol	2931	NAMED	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	HMDB0007248	NA	9543729	Pos Late
m100010942	Lipid	Diacylglycerol	2932	NAMED	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	HMDB0007248	NA	9543729	Pos Late
m100010949	Lipid	Diacylglycerol	2937	NAMED	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	HMDB0007170	C00165	6438587	Pos Late
m100010950	Lipid	Diacylglycerol	2938	NAMED	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	HMDB0007170	NA	6438587	Pos Late
m100010955	Xenobiotics	Chemical	6189	NAMED	perfluorooctanesulfonate (PFOS)	perfluorooctanesulfonate (PFOS)	HMDB0059586	C18142	74483	Polar
m100015609	Lipid	Ceramides	3031	NAMED	N-palmitoyl-sphingadienine (d18:2/16:0)*	N-palmitoyl-sphingadienine (d18:2/16:0)*	NA	NA	NA	Pos Late
m100015618	Lipid	Diacylglycerol	2916	NAMED	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	HMDB0007121	NA	9543827	Pos Late
m100015620	Lipid	Lactosylceramides (LCER)	3091	NAMED	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	NA	NA	NA	Pos Late
m100015623	Lipid	Lactosylceramides (LCER)	3090	NAMED	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	HMDB0011594	NA	44260143	Pos Late
m100015624	Lipid	Ceramides	3033	NAMED	N-behenoyl-sphingadienine (d18:2/22:0)*	N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA	NA	Pos Late
m100015625	Lipid	Hexosylceramides (HCER)	3068	NAMED	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA	NA	Pos Late
m100015632	Lipid	Ceramides	3032	NAMED	N-stearoyl-sphingadienine (d18:2/18:0)*	N-stearoyl-sphingadienine (d18:2/18:0)*	NA	NA	132282053	Pos Late
m100015637	Lipid	"Fatty Acid, Monohydroxy"	1974	NAMED	2-hydroxybehenate	2-hydroxybehenate	HMDB0061660	NA	193484	Neg
m100015638	Lipid	"Fatty Acid, Monohydroxy"	1976	NAMED	2-hydroxynervonate*	2-hydroxynervonate*	NA	NA	5312783	Neg
m100015640	Lipid	Endocannabinoid	2198	NAMED	N-palmitoylserine	N-palmitoylserine	NA	NA	6453686	Neg
m100015641	Lipid	Endocannabinoid	2196	NAMED	N-oleoylserine	N-oleoylserine	NA	NA	44190514	Neg
m100015681	Lipid	Diacylglycerol	2915	NAMED	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	NA	NA	NA	Pos Late
m100015684	Lipid	Diacylglycerol	2899	NAMED	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	HMDB0007016	NA	14275352	Pos Late
m100015723	Lipid	Sphingosines	3167	NAMED	hexadecasphingosine (d16:1)*	hexadecasphingosine (d16:1)*	NA	NA	14767871	Pos Late
m100015727	Lipid	Ceramides	3051	NAMED	"ceramide (d16:1/24:1, d18:1/22:1)*"	"ceramide (d16:1/24:1, d18:1/22:1)*"	NA	NA	NA	Pos Late
m100015731	Lipid	Ceramides	3043	NAMED	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	NA	NA	NA	Pos Late
m100015735	Lipid	Ceramides	3047	NAMED	"ceramide (d18:1/14:0, d16:1/16:0)*"	"ceramide (d18:1/14:0, d16:1/16:0)*"	NA	NA	NA	Pos Late
m100015737	Lipid	Ceramides	3048	NAMED	"ceramide (d18:1/17:0, d17:1/18:0)*"	"ceramide (d18:1/17:0, d17:1/18:0)*"	NA	NA	NA	Pos Late
m100015744	Lipid	Ceramides	3052	NAMED	"ceramide (d18:2/24:1, d18:1/24:2)*"	"ceramide (d18:2/24:1, d18:1/24:2)*"	NA	NA	NA	Pos Late
m100015745	Lipid	Hexosylceramides (HCER)	3082	NAMED	"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"	"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"	NA	NA	NA	Pos Late
m100015751	Lipid	Hexosylceramides (HCER)	3081	NAMED	"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*"	"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*"	NA	NA	NA	Pos Late
m100015752	Lipid	Hexosylceramides (HCER)	3064	NAMED	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	NA	NA	NA	Pos Late
m100015755	Lipid	Ceramides	3050	NAMED	"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	NA	NA	NA	Pos Late
m100015786	Lipid	Dihydrosphingomyelins	3102	NAMED	"sphingomyelin (d18:0/20:0, d16:0/22:0)*"	"sphingomyelin (d18:0/20:0, d16:0/22:0)*"	NA	NA	NA	Pos Late
m100015787	Lipid	Sphingomyelins	3120	NAMED	"sphingomyelin (d18:1/19:0, d19:1/18:0)*"	"sphingomyelin (d18:1/19:0, d19:1/18:0)*"	NA	NA	NA	Pos Late
m100015788	Lipid	Sphingomyelins	3109	NAMED	sphingomyelin (d18:2/18:1)*	sphingomyelin (d18:2/18:1)*	HMDB0001348	NA	52931155	Pos Late
m100015789	Lipid	Sphingomyelins	3111	NAMED	sphingomyelin (d18:2/24:2)*	sphingomyelin (d18:2/24:2)*	NA	NA	NA	Pos Late
m100015790	Lipid	Sphingomyelins	3125	NAMED	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	NA	NA	NA	Pos Late
m100015791	Lipid	Sphingomyelins	3110	NAMED	sphingomyelin (d18:2/23:1)*	sphingomyelin (d18:2/23:1)*	NA	NA	NA	Pos Late
m100015792	Lipid	Sphingomyelins	3131	NAMED	"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	NA	NA	NA	Pos Late
m100015793	Lipid	Sphingomyelins	3116	NAMED	"sphingomyelin (d17:2/16:0, d18:2/15:0)*"	"sphingomyelin (d17:2/16:0, d18:2/15:0)*"	NA	NA	NA	Pos Late
m100015797	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1561	NAMED	heneicosapentaenoate (21:5n3)	heneicosapentaenoate (21:5n3)	NA	NA	11998573	Neg
m100015831	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1892	NAMED	linolenoylcarnitine (C18:3)*	linolenoylcarnitine (C18:3)*	NA	NA	NA	Pos Late
m100015833	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1867	NAMED	arachidoylcarnitine (C20)*	arachidoylcarnitine (C20)*	HMDB0006460	NA	53477833	Pos Late
m100015834	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1869	NAMED	lignoceroylcarnitine (C24)*	lignoceroylcarnitine (C24)*	NA	NA	NA	Pos Late
m100015835	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1870	NAMED	cerotoylcarnitine (C26)*	cerotoylcarnitine (C26)*	HMDB0006347	NA	53477828	Pos Late
m100015836	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1890	NAMED	ximenoylcarnitine (C26:1)*	ximenoylcarnitine (C26:1)*	NA	NA	NA	Pos Late
m100015837	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1894	NAMED	arachidonoylcarnitine (C20:4)	arachidonoylcarnitine (C20:4)	HMDB0006455	NA	136212424	Pos Late
m100015838	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1887	NAMED	eicosenoylcarnitine (C20:1)*	eicosenoylcarnitine (C20:1)*	NA	NA	NA	Pos Late
m100015839	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1893	NAMED	dihomo-linoleoylcarnitine (C20:2)*	dihomo-linoleoylcarnitine (C20:2)*	NA	NA	NA	Pos Late
m100015840	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1895	NAMED	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	NA	NA	NA	Pos Late
m100015882	Lipid	Hexosylceramides (HCER)	3078	NAMED	"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"	"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"	NA	NA	NA	Pos Late
m100015962	Amino Acid	Lysine Metabolism	138	NAMED	"N,N,N-trimethyl-5-aminovalerate"	"N,N,N-trimethyl-5-aminovalerate"	NA	NA	14274897	Pos Early
m100015965	Xenobiotics	Food Component/Plant	5088	NAMED	ethyl alpha-glucopyranoside	ethyl alpha-glucopyranoside	HMDB0029968	NA	11127487	Pos Early
m100015966	Cofactors and Vitamins	Vitamin A Metabolism	4430	NAMED	carotene diol (1)	carotene diol (1)	NA	NA	NA	Pos Late
m100015967	Cofactors and Vitamins	Vitamin A Metabolism	4431	NAMED	carotene diol (2)	carotene diol (2)	NA	NA	NA	Pos Late
m100015968	Cofactors and Vitamins	Vitamin A Metabolism	4432	NAMED	carotene diol (3)	carotene diol (3)	NA	NA	NA	Pos Late
m100015971	Lipid	Corticosteroids	3326	NAMED	cortolone glucuronide (1)	cortolone glucuronide (1)	NA	NA	NA	Neg
m100016038	Amino Acid	Polyamine Metabolism	550	NAMED	(N(1) + N(8))-acetylspermidine	(N(1) + N(8))-acetylspermidine	"HMDB0002189,HMDB0001276"	"C01029,C00612"	"496,123,689"	Pos Early
m100016069	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1882	NAMED	5-dodecenoylcarnitine (C12:1)	5-dodecenoylcarnitine (C12:1)	HMDB13326	NA	91825571	Pos Late
m100019794	Lipid	"Fatty Acid, Dicarboxylate"	1706	NAMED	hydroxy-CMPF*	hydroxy-CMPF*	NA	NA	NA	Neg
m100019801	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1929	NAMED	3-hydroxyoleoylcarnitine	3-hydroxyoleoylcarnitine	NA	NA	129637446	Pos Late
m100019831	Peptide	Acetylated Peptides	1188	NAMED	3-hydroxyphenylacetoylglutamine	3-hydroxyphenylacetoylglutamine	NA	NA	NA	Neg
m100019892	Lipid	"Fatty Acid, Monohydroxy"	1973	NAMED	2-hydroxyarachidate*	2-hydroxyarachidate*	NA	NA	5225199	Neg
m100019968	Carbohydrate	Pentose Metabolism	1289	NAMED	lyxonate	lyxonate	NA	NA	NA	Polar
m100019972	Lipid	"Fatty Acid, Dicarboxylate"	1688	NAMED	dodecenedioate (C12:1-DC)*	dodecenedioate (C12:1-DC)*	HMDB0000933	NA	5283028	Neg
m100019975	Lipid	"Fatty Acid, Dicarboxylate"	1696	NAMED	hexadecenedioate (C16:1-DC)*	hexadecenedioate (C16:1-DC)*	NA	NA	NA	Neg
m100019978	Lipid	"Fatty Acid, Dicarboxylate"	1699	NAMED	octadecenedioate (C18:1-DC)	octadecenedioate (C18:1-DC)	NA	NA	9543674	Neg
m100019981	Lipid	"Fatty Acid, Dicarboxylate"	1674	NAMED	heptenedioate (C7:1-DC)*	heptenedioate (C7:1-DC)*	NA	NA	NA	Polar
m100019982	Lipid	"Fatty Acid, Dicarboxylate"	1700	NAMED	octadecadienedioate (C18:2-DC)*	octadecadienedioate (C18:2-DC)*	NA	NA	NA	Neg
m100020004	Lipid	"Fatty Acid, Dicarboxylate"	1707	NAMED	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)	HMDB0061643	NA	194501	Neg
m100020014	Partially Characterized Molecules	Partially Characterized Molecules	6375	NAMED	glucuronide of C10H18O2 (7)*	glucuronide of C10H18O2 (7)*	NA	NA	NA	Neg
m100020203	Xenobiotics	Food Component/Plant	5063	NAMED	3-hydroxystachydrine*	3-hydroxystachydrine*	NA	C10151	46173781	Pos Early
m100020204	Lipid	"Fatty Acid, Amino"	1756	NAMED	N-acetyl-2-aminooctanoate*	N-acetyl-2-aminooctanoate*	HMDB0059745	NA	95555	Neg
m100020205	Amino Acid	Alanine and Aspartate Metabolism	43	NAMED	hydroxyasparagine**	hydroxyasparagine	HMDB32332	C20631	15991574	Pos Early
m100020208	Xenobiotics	Chemical	6240	NAMED	perfluorooctanoate (PFOA)	perfluorooctanoate (PFOA)	HMDB0059587	NA	9554	Neg
m100020211	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1831	NAMED	3-hydroxybutyroylglycine**	3-hydroxybutyroylglycine	NA	NA	NA	Pos Early
m100020214	Lipid	Primary Bile Acid Metabolism	3469	NAMED	glyco-beta-muricholate**	glyco-beta-muricholate	NA	NA	NA	Neg
m100020215	Amino Acid	Urea cycle; Arginine and Proline Metabolism	512	NAMED	N-methylhydroxyproline**	N-methylhydroxyproline	NA	NA	9860390	Pos Early
m100020217	Amino Acid	Urea cycle; Arginine and Proline Metabolism	519	NAMED	"N,N,N-trimethyl-alanylproline betaine (TMAP)"	"N,N,N-trimethyl-alanylproline betaine (TMAP)"	HMDB0240365	NA	NA	Pos Early
m100020219	Xenobiotics	Food Component/Plant	4784	NAMED	3-formylindole	3-formylindole	HMDB29737	C08493	10256	Pos Early
m100020241	Peptide	Gamma-glutamyl Amino Acid	649	NAMED	gamma-glutamylcitrulline*	gamma-glutamylcitrulline*	NA	NA	NA	Pos Early
m100020253	Partially Characterized Molecules	Partially Characterized Molecules	6415	NAMED	glycine conjugate of C10H12O2*	glycine conjugate of C10H12O2*	NA	NA	NA	Neg
m100020254	Partially Characterized Molecules	Partially Characterized Molecules	6416	NAMED	glycine conjugate of C10H14O2 (1)*	glycine conjugate of C10H14O2 (1)*	NA	NA	NA	Neg
m100020259	Partially Characterized Molecules	Partially Characterized Molecules	6399	NAMED	glutamine conjugate of C7H12O2*	glutamine conjugate of C7H12O2*	NA	NA	NA	Neg
m100020261	Partially Characterized Molecules	Partially Characterized Molecules	6397	NAMED	glutamine conjugate of C6H10O2 (1)*	glutamine conjugate of C6H10O2 (1)*	NA	NA	NA	Neg
m100020262	Partially Characterized Molecules	Partially Characterized Molecules	6398	NAMED	glutamine conjugate of C6H10O2 (2)*	glutamine conjugate of C6H10O2 (2)*	NA	NA	NA	Neg
m100020276	Lipid	Sphingomyelins	3112	NAMED	"sphingomyelin (d17:1/14:0, d16:1/15:0)*"	"sphingomyelin (d17:1/14:0, d16:1/15:0)*"	NA	NA	NA	Pos Late
m100020343	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1550	NAMED	tetradecadienoate (14:2)*	tetradecadienoate (14:2)*	HMDB0000560	NA	5312409	Neg
m100020351	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	419	NAMED	N-carbamoylvaline	N-carbamoylvaline	NA	NA	448879	Neg
m100020360	Amino Acid	Tryptophan Metabolism	279	NAMED	8-methoxykynurenate	8-methoxykynurenate	HMDB0060426	C05830	76230	Neg
m100020361	Amino Acid	Urea cycle; Arginine and Proline Metabolism	489	NAMED	3-amino-2-piperidone	3-amino-2-piperidone	HMDB0000323	NA	5200225	Pos Early
m100020371	Amino Acid	Alanine and Aspartate Metabolism	33	NAMED	"N,N-dimethylalanine"	"N,N-dimethylalanine"	NA	NA	5488191	Pos Early
m100020377	Xenobiotics	Food Component/Plant	5223	NAMED	ethyl beta-glucopyranoside	ethyl beta-glucopyranoside	HMDB0029968	NA	121667	Neg
m100020378	Lipid	"Fatty Acid, Dicarboxylate"	1709	NAMED	2-hydroxysebacate	2-hydroxysebacate	HMDB0000424	NA	128458	Neg
m100020409	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4348	NAMED	ascorbic acid 3-sulfate*	ascorbic acid 3-sulfate*	NA	NA	11425365	Polar
m100020414	Amino Acid	Tryptophan Metabolism	327	NAMED	6-bromotryptophan	6-bromotryptophan	NA	NA	9856996	Neg
m100020417	Amino Acid	Lysine Metabolism	115	NAMED	"N6,N6-dimethyllysine"	"N6,N6-dimethyllysine"	HMDB0013287	C05545	193344	Pos Early
m100020419	Amino Acid	Phenylalanine Metabolism	146	NAMED	1-carboxyethylphenylalanine	1-carboxyethylphenylalanine	NA	NA	59100900	Neg
m100020421	Amino Acid	Tyrosine Metabolism	164	NAMED	1-carboxyethyltyrosine	1-carboxyethyltyrosine	NA	NA	NA	Neg
m100020423	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	420	NAMED	1-carboxyethylvaline	1-carboxyethylvaline	NA	NA	NA	Neg
m100020425	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	340	NAMED	1-carboxyethylleucine	1-carboxyethylleucine	NA	NA	NA	Neg
m100020427	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	391	NAMED	1-carboxyethylisoleucine	1-carboxyethylisoleucine	NA	NA	NA	Neg
m100020478	Lipid	"Fatty Acid, Dicarboxylate"	1689	NAMED	dodecadienoate (12:2)*	dodecadienoate (12:2)*	NA	NA	25480	Neg
m100020479	Amino Acid	Tryptophan Metabolism	319	NAMED	indoleacetoylcarnitine*	indoleacetoylcarnitine*	NA	NA	NA	Pos Early
m100020487	Amino Acid	Polyamine Metabolism	544	NAMED	N-acetyl-isoputreanine	N-acetyl-isoputreanine	NA	NA	131802901	Pos Early
m100020492	Xenobiotics	Food Component/Plant	5008	NAMED	glucuronide of piperine metabolite C17H21NO3 (4)*	glucuronide of piperine metabolite C17H21NO3 (4)*	NA	NA	NA	Neg
m100020496	Xenobiotics	Food Component/Plant	5016	NAMED	sulfate of piperine metabolite C16H19NO3 (2)*	sulfate of piperine metabolite C16H19NO3 (2)*	NA	NA	NA	Neg
m100020497	Xenobiotics	Food Component/Plant	5017	NAMED	sulfate of piperine metabolite C16H19NO3 (3)*	sulfate of piperine metabolite C16H19NO3 (3)*	NA	NA	NA	Neg
m100020502	Xenobiotics	Food Component/Plant	5022	NAMED	sulfate of piperine metabolite C18H21NO3 (1)*	sulfate of piperine metabolite C18H21NO3 (1)*	NA	NA	NA	Neg
m100020504	Xenobiotics	Food Component/Plant	5024	NAMED	sulfate of piperine metabolite C18H21NO3 (3)*	sulfate of piperine metabolite C18H21NO3 (3)*	NA	NA	NA	Neg
m100020515	Xenobiotics	Chemical	6174	NAMED	2-naphthol sulfate	2-naphthol sulfate	NA	NA	74428	Neg
m100020536	Xenobiotics	Benzoate Metabolism	4503	NAMED	4-ethylcatechol sulfate	4-ethylcatechol sulfate	NA	NA	NA	Neg
m100020541	Lipid	Androgenic Steroids	3401	NAMED	11beta-hydroxyandrosterone glucuronide	11beta-hydroxyandrosterone glucuronide	NA	NA	NA	Neg
m100020542	Lipid	Androgenic Steroids	3357	NAMED	11beta-hydroxyetiocholanolone glucuronide*	11beta-hydroxyetiocholanolone glucuronide*	NA	NA	NA	Neg
m100020545	Amino Acid	Lysine Metabolism	110	NAMED	"N2-acetyl,N6,N6-dimethyllysine"	"N2-acetyl,N6,N6-dimethyllysine"	NA	NA	NA	Pos Early
m100020546	Amino Acid	Lysine Metabolism	109	NAMED	"N2-acetyl,N6-methyllysine"	"N2-acetyl,N6-methyllysine"	NA	NA	NA	Pos Early
m100020550	Lipid	Secondary Bile Acid Metabolism	3483	NAMED	deoxycholic acid glucuronide	deoxycholic acid glucuronide	NA	NA	NA	Neg
m100020578	Xenobiotics	Benzoate Metabolism	4505	NAMED	4-allylcatechol sulfate	4-allylcatechol sulfate	NA	NA	NA	Neg
m100020631	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	1784	NAMED	4-methylhexanoylglutamine	4-methylhexanoylglutamine	NA	NA	NA	Neg
m100020819	Lipid	Secondary Bile Acid Metabolism	3516	NAMED	glycoursodeoxycholic acid sulfate (1)	glycoursodeoxycholic acid sulfate (1)	NA	NA	NA	Neg
m100020823	Lipid	Secondary Bile Acid Metabolism	3496	NAMED	lithocholate sulfate (1)	lithocholate sulfate (1)	NA	NA	451489	Neg
m100020825	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1921	NAMED	3-hydroxyhexanoylcarnitine (1)	3-hydroxyhexanoylcarnitine (1)	NA	NA	NA	Pos Early
m100020833	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	348	NAMED	2-ketocaprylate	2-ketocaprylate	HMDB13211	NA	67600	Neg
m100020837	Xenobiotics	Drug - Topical Agents	5960	NAMED	"2,6-dihydroxybenzoic acid"	"2,6-dihydroxybenzoic acid"	HMDB0013676	NA	9338	Neg
m100020851	Xenobiotics	Food Component/Plant	4896	NAMED	3-ethylcatechol sulfate (1)	3-ethylcatechol sulfate (1)	NA	NA	NA	Neg
m100020893	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	448	NAMED	"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*"	"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*"	HMDB0240388	NA	NA	Neg
m100020975	Xenobiotics	Chemical	6253	NAMED	3-hydroxy-2-methylpyridine sulfate	3-hydroxy-2-methylpyridine sulfate	NA	NA	NA	Neg
m100021000	Lipid	Sphingomyelins	3104	NAMED	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	NA	NA	NA	Pos Late
m100021093	Lipid	Secondary Bile Acid Metabolism	3540	NAMED	taurochenodeoxycholic acid 3-sulfate	taurochenodeoxycholic acid 3-sulfate	HMDB0002486	NA	52931550	Neg
m100021100	Lipid	"Fatty Acid, Dicarboxylate"	1694	NAMED	tetradecadienedioate (C14:2-DC)*	tetradecadienedioate (C14:2-DC)*	NA	NA	86018718	Neg
m100021103	Lipid	Pregnenolone Steroids	3261	NAMED	pregnenetriol sulfate*	pregnenetriol sulfate*	NA	NA	129671303	Neg
m100021104	Lipid	Pregnenolone Steroids	3262	NAMED	pregnenetriol disulfate*	pregnenetriol disulfate*	NA	NA	NA	Neg
m100021105	Lipid	"Fatty Acid, Dicarboxylate"	1703	NAMED	eicosenedioate (C20:1-DC)*	eicosenedioate (C20:1-DC)*	NA	NA	NA	Neg
m100021123	Amino Acid	Lysine Metabolism	117	NAMED	"hydroxy-N6,N6,N6-trimethyllysine*"	"hydroxy-N6,N6,N6-trimethyllysine*"	NA	NA	NA	Pos Early
m100021131	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1881	NAMED	undecenoylcarnitine (C11:1)	undecenoylcarnitine (C11:1)	NA	NA	NA	Pos Late
m100021141	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1927	NAMED	3-hydroxydecanoylcarnitine	3-hydroxydecanoylcarnitine	HMDB0061636	NA	121454166	Pos Late
m100021162	Lipid	Ceramide PEs	3134	NAMED	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	NA	NA	NA	Pos Late
m100021198	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1837	NAMED	picolinoylglycine	picolinoylglycine	HMDB0059766	NA	11788622	Neg
m100021208	Xenobiotics	Benzoate Metabolism	4529	NAMED	4-vinylcatechol sulfate	4-vinylcatechol sulfate	NA	NA	NA	Neg
m100021324	Xenobiotics	Chemical	6258	NAMED	"3,5-dichloro-2,6-dihydroxybenzoic acid"	"3,5-dichloro-2,6-dihydroxybenzoic acid"	NA	NA	24721632	Polar
m100021331	Partially Characterized Molecules	Partially Characterized Molecules	6420	NAMED	metabolonic lactone sulfate	metabolonic lactone sulfate	NA	NA	NA	Neg
m100021363	Xenobiotics	Food Component/Plant	5217	NAMED	vanillic acid glycine	vanillic acid glycine	HMDB0060026	NA	3083688	Neg
m100021372	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	449	NAMED	2-hydroxy-4-(methylthio)butanoic acid	2-hydroxy-4-(methylthio)butanoic acid	HMDB0037115	NA	11427	Polar
m100021457	Xenobiotics	Chemical	6255	NAMED	(2-butoxyethoxy)acetic acid	(2-butoxyethoxy)acetic acid	NA	NA	106312	Pos Early
m100021467	Partially Characterized Molecules	Partially Characterized Molecules	6421	NAMED	pentose acid*	pentose acid*	HMDB0000892	C00803	7991	Polar
m100021478	Amino Acid	Histidine Metabolism	93	NAMED	1-methyl-5-imidazolelactate	1-methyl-5-imidazolelactate	NA	NA	NA	Neg
m100021502	Lipid	Medium Chain Fatty Acid	1498	NAMED	(2 or 3)-decenoate (10:1n7 or n8)	(2 or 3)-decenoate (10:1n7 or n8)	NA	NA	NA	Neg
m100021530	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	460	NAMED	S-carboxyethylcysteine	S-carboxyethylcysteine	NA	NA	NA	Pos Early
m100021538	Xenobiotics	Chemical	6260	NAMED	dibutyl sulfosuccinate	dibutyl sulfosuccinate	NA	NA	423891	Neg
m100021666	Partially Characterized Molecules	Partially Characterized Molecules	6428	NAMED	"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"	"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"	NA	NA	NA	Neg
m100021707	Xenobiotics	Chemical	6259	NAMED	"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"	"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"	NA	NA	134581543	Neg
m100021709	Partially Characterized Molecules	Partially Characterized Molecules	6431	NAMED	"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*"	"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*"	NA	NA	NA	Neg
